event_type,id,agent_id,phone_number,start_time,end_time,disposition
STARTED,524,34,(905) 9530-0724,2016-03-18 21:45,,
ENDED,368,14,(343) 9364-6561,2016-03-18 21:34,2016-03-18 21:45,COMPLAINT
STARTED,525,14,(613) 925-9345,2016-03-18 21:45,,
ENDED,517,39,(647) 4363-8974,2016-03-18 21:44,2016-03-18 21:45,PRODUCT_QUESTION
STARTED,526,39,(437) 3688-0663,2016-03-18 21:45,,
ENDED,467,23,(289) 962-8436,2016-03-18 21:41,2016-03-18 21:45,COMPLAINT
ENDED,518,32,(226) 767-6571,2016-03-18 21:44,2016-03-18 21:45,COMPLAINT
STARTED,527,32,(343) 4566-4106,2016-03-18 21:45,,
STARTED,528,23,(289) 5824-9106,2016-03-18 21:45,,
ENDED,502,9,(647) 5641-5317,2016-03-18 21:43,2016-03-18 21:45,COMPLAINT
ENDED,528,23,(289) 5824-9106,2016-03-18 21:45,2016-03-18 21:45,REQUIRES_SUPERVISOR_ATTENTION
STARTED,529,23,(807) 5323-7621,2016-03-18 21:45,,
STARTED,530,9,(343) 8999-2479,2016-03-18 21:45,,
ENDED,475,18,(289) 8725-3441,2016-03-18 21:41,2016-03-18 21:45,INCORRECT_NUMBER
STARTED,531,18,(226) 1860-0438,2016-03-18 21:45,,
ENDED,508,22,(289) 7907-1963,2016-03-18 21:44,2016-03-18 21:45,DROPPED_WHILE_TALKING
ENDED,499,15,(416) 3974-2436,2016-03-18 21:43,2016-03-18 21:45,COMPLAINT
STARTED,532,15,(437) 7733-4037,2016-03-18 21:45,,
STARTED,533,22,(905) 2641-8973,2016-03-18 21:45,,
ENDED,494,11,(437) 3783-8318,2016-03-18 21:43,2016-03-18 21:45,PRODUCT_QUESTION
STARTED,534,11,(365) 357-8797,2016-03-18 21:45,,
ENDED,303,21,(249) 9026-3727,2016-03-18 21:30,2016-03-18 21:45,TECH_SUPPORT
STARTED,535,21,(343) 8256-3641,2016-03-18 21:45,,
ENDED,514,17,(807) 2441-3563,2016-03-18 21:44,2016-03-18 21:45,WARM_TRANSFER
ENDED,509,12,(905) 3061-0816,2016-03-18 21:44,2016-03-18 21:45,REFUND
STARTED,536,12,(613) 656-9872,2016-03-18 21:45,,
STARTED,537,17,(416) 4582-0491,2016-03-18 21:45,,
ENDED,486,7,(519) 7376-4545,2016-03-18 21:42,2016-03-18 21:45,TECH_SUPPORT
ENDED,505,13,(365) 7124-0244,2016-03-18 21:43,2016-03-18 21:45,INCORRECT_NUMBER
ENDED,519,37,(519) 3796-6213,2016-03-18 21:44,2016-03-18 21:46,PRODUCT_QUESTION
STARTED,538,13,(343) 6059-7907,2016-03-18 21:46,,
ENDED,530,9,(343) 8999-2479,2016-03-18 21:45,2016-03-18 21:46,REQUIRES_SUPERVISOR_ATTENTION
ENDED,524,34,(905) 9530-0724,2016-03-18 21:45,2016-03-18 21:46,DROPPED_WHILE_TALKING
STARTED,539,7,(249) 5620-4438,2016-03-18 21:46,,
STARTED,540,34,(416) 9351-0222,2016-03-18 21:46,,
ENDED,487,33,(343) 3359-8382,2016-03-18 21:42,2016-03-18 21:46,BILLING_QUESTION
STARTED,541,33,(705) 8110-6725,2016-03-18 21:46,,
STARTED,542,9,(289) 609-2771,2016-03-18 21:46,,
STARTED,543,37,(226) 974-4056,2016-03-18 21:46,,
ENDED,417,28,(519) 2471-7132,2016-03-18 21:37,2016-03-18 21:46,REQUIRES_SUPERVISOR_ATTENTION
ENDED,525,14,(613) 925-9345,2016-03-18 21:45,2016-03-18 21:46,REFUND
STARTED,544,28,(416) 6408-0717,2016-03-18 21:46,,
STARTED,545,14,(647) 5524-2777,2016-03-18 21:46,,
ENDED,538,13,(343) 6059-7907,2016-03-18 21:46,2016-03-18 21:46,NEW_ORDER
ENDED,439,40,(343) 2338-0661,2016-03-18 21:39,2016-03-18 21:46,INCORRECT_NUMBER
ENDED,526,39,(437) 3688-0663,2016-03-18 21:45,2016-03-18 21:46,CANCELLATION
STARTED,546,13,(226) 3425-6271,2016-03-18 21:46,,
ENDED,540,34,(416) 9351-0222,2016-03-18 21:46,2016-03-18 21:46,PRODUCT_QUESTION
STARTED,547,40,(343) 7520-9562,2016-03-18 21:46,,
STARTED,548,39,(519) 4181-8543,2016-03-18 21:46,,
STARTED,549,34,(519) 5808-6808,2016-03-18 21:46,,
ENDED,523,2,(249) 6669-5082,2016-03-18 21:45,2016-03-18 21:46,NEW_ORDER
ENDED,534,11,(365) 357-8797,2016-03-18 21:45,2016-03-18 21:46,CANCELLATION
STARTED,550,2,(613) 1354-7937,2016-03-18 21:46,,
STARTED,551,11,(437) 8005-4995,2016-03-18 21:46,,
ENDED,529,23,(807) 5323-7621,2016-03-18 21:45,2016-03-18 21:46,PRODUCT_QUESTION
STARTED,552,23,(807) 3092-0980,2016-03-18 21:46,,
ENDED,537,17,(416) 4582-0491,2016-03-18 21:45,2016-03-18 21:46,TECH_SUPPORT
ENDED,513,38,(343) 4198-2173,2016-03-18 21:44,2016-03-18 21:46,BILLING_QUESTION
STARTED,553,38,(613) 3902-5887,2016-03-18 21:47,,
STARTED,554,17,(437) 5548-5401,2016-03-18 21:47,,
ENDED,470,5,(705) 7647-1687,2016-03-18 21:41,2016-03-18 21:47,INCORRECT_NUMBER
ENDED,500,6,(416) 5835-3290,2016-03-18 21:43,2016-03-18 21:47,CANCELLATION
STARTED,555,6,(343) 4246-8707,2016-03-18 21:47,,
STARTED,556,5,(226) 5440-5025,2016-03-18 21:47,,
ENDED,552,23,(807) 3092-0980,2016-03-18 21:46,2016-03-18 21:47,PRODUCT_QUESTION
ENDED,547,40,(343) 7520-9562,2016-03-18 21:46,2016-03-18 21:47,SILENCE
STARTED,557,40,(249) 2782-1357,2016-03-18 21:47,,
STARTED,558,23,(613) 2173-7209,2016-03-18 21:47,,
ENDED,543,37,(226) 974-4056,2016-03-18 21:46,2016-03-18 21:47,REFUND
ENDED,504,26,(613) 8585-1574,2016-03-18 21:43,2016-03-18 21:47,CANCELLATION
ENDED,512,29,(647) 5301-1094,2016-03-18 21:44,2016-03-18 21:47,COMPLAINT
ENDED,485,8,(905) 8642-1288,2016-03-18 21:42,2016-03-18 21:47,INCORRECT_NUMBER
ENDED,521,3,(416) 4782-6597,2016-03-18 21:44,2016-03-18 21:47,REFUND
STARTED,559,37,(519) 2030-8710,2016-03-18 21:47,,
STARTED,560,29,(519) 8945-7844,2016-03-18 21:47,,
STARTED,561,8,(226) 8072-5219,2016-03-18 21:47,,
ENDED,507,35,(289) 5265-6290,2016-03-18 21:43,2016-03-18 21:47,BILLING_QUESTION
STARTED,562,35,(905) 6926-5451,2016-03-18 21:47,,
ENDED,516,24,(249) 5384-4458,2016-03-18 21:44,2016-03-18 21:47,DROPPED_WHILE_TALKING
ENDED,531,18,(226) 1860-0438,2016-03-18 21:45,2016-03-18 21:47,INCORRECT_NUMBER
ENDED,539,7,(249) 5620-4438,2016-03-18 21:46,2016-03-18 21:47,SILENCE
STARTED,563,24,(365) 4100-7006,2016-03-18 21:47,,
STARTED,564,3,(807) 2732-7373,2016-03-18 21:47,,
STARTED,565,7,(365) 5371-1873,2016-03-18 21:47,,
STARTED,566,26,(905) 2820-6780,2016-03-18 21:47,,
ENDED,553,38,(613) 3902-5887,2016-03-18 21:47,2016-03-18 21:47,REFUND
ENDED,554,17,(437) 5548-5401,2016-03-18 21:47,2016-03-18 21:47,REFUND
STARTED,567,18,(343) 3952-7931,2016-03-18 21:47,,
STARTED,568,17,(807) 9278-1560,2016-03-18 21:48,,
STARTED,569,38,(226) 5439-5144,2016-03-18 21:48,,
ENDED,558,23,(613) 2173-7209,2016-03-18 21:47,2016-03-18 21:48,DROPPED_WHILE_TALKING
ENDED,532,15,(437) 7733-4037,2016-03-18 21:45,2016-03-18 21:48,REFUND
STARTED,570,23,(613) 7697-0266,2016-03-18 21:48,,
ENDED,520,4,(343) 8759-0402,2016-03-18 21:44,2016-03-18 21:48,REFUND
ENDED,533,22,(905) 2641-8973,2016-03-18 21:45,2016-03-18 21:48,NEW_ORDER
STARTED,571,15,(613) 2680-4657,2016-03-18 21:48,,
STARTED,572,22,(416) 6901-7641,2016-03-18 21:48,,
STARTED,573,4,(343) 9865-8823,2016-03-18 21:48,,
ENDED,560,29,(519) 8945-7844,2016-03-18 21:47,2016-03-18 21:48,WARM_TRANSFER
STARTED,574,29,(365) 3748-9767,2016-03-18 21:48,,
ENDED,572,22,(416) 6901-7641,2016-03-18 21:48,2016-03-18 21:48,DROPPED_WHILE_TALKING
STARTED,575,22,(416) 7063-9328,2016-03-18 21:48,,
ENDED,489,27,(365) 5640-7469,2016-03-18 21:42,2016-03-18 21:48,DROPPED_WHILE_TALKING
ENDED,549,34,(519) 5808-6808,2016-03-18 21:46,2016-03-18 21:48,WARM_TRANSFER
STARTED,576,34,(613) 7541-2726,2016-03-18 21:48,,
ENDED,569,38,(226) 5439-5144,2016-03-18 21:48,2016-03-18 21:48,NEW_ORDER
STARTED,577,38,(613) 9668-9821,2016-03-18 21:48,,
STARTED,578,27,(807) 8755-3898,2016-03-18 21:48,,
ENDED,544,28,(416) 6408-0717,2016-03-18 21:46,2016-03-18 21:48,DROPPED_WHILE_TALKING
ENDED,527,32,(343) 4566-4106,2016-03-18 21:45,2016-03-18 21:48,WARM_TRANSFER
STARTED,579,28,(905) 549-9619,2016-03-18 21:48,,
STARTED,580,32,(519) 5270-8944,2016-03-18 21:48,,
ENDED,576,34,(613) 7541-2726,2016-03-18 21:48,2016-03-18 21:48,TECH_SUPPORT
STARTED,581,34,(416) 2275-5858,2016-03-18 21:48,,
ENDED,573,4,(343) 9865-8823,2016-03-18 21:48,2016-03-18 21:48,REQUIRES_SUPERVISOR_ATTENTION
ENDED,557,40,(249) 2782-1357,2016-03-18 21:47,2016-03-18 21:48,CANCELLATION
STARTED,582,4,(249) 4649-3398,2016-03-18 21:48,,
ENDED,503,20,(647) 4119-1615,2016-03-18 21:43,2016-03-18 21:48,WARM_TRANSFER
ENDED,463,19,(905) 4081-6204,2016-03-18 21:41,2016-03-18 21:49,BILLING_QUESTION
STARTED,583,20,(647) 777-8374,2016-03-18 21:49,,
STARTED,584,19,(249) 2975-9381,2016-03-18 21:49,,
ENDED,545,14,(647) 5524-2777,2016-03-18 21:46,2016-03-18 21:49,DROPPED_WHILE_TALKING
STARTED,585,14,(437) 3066-7166,2016-03-18 21:49,,
STARTED,586,40,(705) 7423-0469,2016-03-18 21:49,,
ENDED,571,15,(613) 2680-4657,2016-03-18 21:48,2016-03-18 21:49,WARM_TRANSFER
ENDED,459,10,(365) 1110-6411,2016-03-18 21:40,2016-03-18 21:49,INCORRECT_NUMBER
ENDED,578,27,(807) 8755-3898,2016-03-18 21:48,2016-03-18 21:49,WARM_TRANSFER
STARTED,587,27,(416) 9960-5958,2016-03-18 21:49,,
STARTED,588,10,(289) 8429-6831,2016-03-18 21:49,,
STARTED,589,15,(807) 7511-5933,2016-03-18 21:49,,
ENDED,570,23,(613) 7697-0266,2016-03-18 21:48,2016-03-18 21:49,TECH_SUPPORT
STARTED,590,23,(343) 8840-6181,2016-03-18 21:49,,
ENDED,566,26,(905) 2820-6780,2016-03-18 21:47,2016-03-18 21:49,WARM_TRANSFER
STARTED,591,26,(343) 7268-1468,2016-03-18 21:49,,
ENDED,583,20,(647) 777-8374,2016-03-18 21:49,2016-03-18 21:49,TECH_SUPPORT
STARTED,592,20,(437) 9357-7399,2016-03-18 21:49,,
ENDED,536,12,(613) 656-9872,2016-03-18 21:45,2016-03-18 21:49,PRODUCT_QUESTION
STARTED,593,12,(647) 4288-6796,2016-03-18 21:49,,
ENDED,581,34,(416) 2275-5858,2016-03-18 21:48,2016-03-18 21:49,SILENCE
ENDED,575,22,(416) 7063-9328,2016-03-18 21:48,2016-03-18 21:49,COMPLAINT
STARTED,594,34,(705) 9621-0372,2016-03-18 21:49,,
STARTED,595,22,(905) 7190-6431,2016-03-18 21:49,,
ENDED,593,12,(647) 4288-6796,2016-03-18 21:49,2016-03-18 21:49,DROPPED_WHILE_TALKING
STARTED,596,12,(647) 2639-1556,2016-03-18 21:49,,
ENDED,563,24,(365) 4100-7006,2016-03-18 21:47,2016-03-18 21:49,REFUND
ENDED,501,31,(365) 3449-5976,2016-03-18 21:43,2016-03-18 21:49,TECH_SUPPORT
STARTED,597,31,(343) 1184-6489,2016-03-18 21:49,,
STARTED,598,24,(613) 6495-5788,2016-03-18 21:49,,
ENDED,559,37,(519) 2030-8710,2016-03-18 21:47,2016-03-18 21:50,SILENCE
ENDED,479,16,(249) 2115-2643,2016-03-18 21:42,2016-03-18 21:50,REFUND
STARTED,599,37,(647) 8527-5402,2016-03-18 21:50,,
ENDED,594,34,(705) 9621-0372,2016-03-18 21:49,2016-03-18 21:50,INCORRECT_NUMBER
STARTED,600,16,(365) 5982-9733,2016-03-18 21:50,,
ENDED,599,37,(647) 8527-5402,2016-03-18 21:50,2016-03-18 21:50,REFUND
STARTED,601,34,(226) 9064-2704,2016-03-18 21:50,,
ENDED,586,40,(705) 7423-0469,2016-03-18 21:49,2016-03-18 21:50,COMPLAINT
ENDED,564,3,(807) 2732-7373,2016-03-18 21:47,2016-03-18 21:50,TECH_SUPPORT
STARTED,602,37,(647) 7051-5801,2016-03-18 21:50,,
STARTED,603,40,(807) 2573-5120,2016-03-18 21:50,,
ENDED,574,29,(365) 3748-9767,2016-03-18 21:48,2016-03-18 21:50,PRODUCT_QUESTION
ENDED,591,26,(343) 7268-1468,2016-03-18 21:49,2016-03-18 21:50,INCORRECT_NUMBER
STARTED,604,3,(905) 7660-0157,2016-03-18 21:50,,
STARTED,605,29,(416) 257-8016,2016-03-18 21:50,,
STARTED,606,26,(365) 6099-9410,2016-03-18 21:50,,
ENDED,551,11,(437) 8005-4995,2016-03-18 21:46,2016-03-18 21:50,REFUND
STARTED,607,11,(365) 4003-4400,2016-03-18 21:50,,
ENDED,607,11,(365) 4003-4400,2016-03-18 21:50,2016-03-18 21:50,SILENCE
ENDED,555,6,(343) 4246-8707,2016-03-18 21:47,2016-03-18 21:50,DROPPED_WHILE_TALKING
STARTED,608,11,(365) 2164-6637,2016-03-18 21:50,,
ENDED,515,36,(437) 2571-3369,2016-03-18 21:44,2016-03-18 21:50,CANCELLATION
STARTED,609,6,(613) 3551-7640,2016-03-18 21:50,,
STARTED,610,36,(705) 2808-8025,2016-03-18 21:50,,
ENDED,565,7,(365) 5371-1873,2016-03-18 21:47,2016-03-18 21:50,COMPLAINT
ENDED,561,8,(226) 8072-5219,2016-03-18 21:47,2016-03-18 21:50,REQUIRES_SUPERVISOR_ATTENTION
STARTED,611,8,(905) 2640-5988,2016-03-18 21:50,,
ENDED,511,25,(437) 8722-6746,2016-03-18 21:44,2016-03-18 21:50,INCORRECT_NUMBER
STARTED,612,25,(437) 8248-0860,2016-03-18 21:50,,
ENDED,597,31,(343) 1184-6489,2016-03-18 21:49,2016-03-18 21:50,DROPPED_WHILE_TALKING
ENDED,590,23,(343) 8840-6181,2016-03-18 21:49,2016-03-18 21:51,SILENCE
ENDED,608,11,(365) 2164-6637,2016-03-18 21:50,2016-03-18 21:51,CANCELLATION
STARTED,613,11,(416) 8341-6063,2016-03-18 21:51,,
ENDED,592,20,(437) 9357-7399,2016-03-18 21:49,2016-03-18 21:51,SILENCE
ENDED,568,17,(807) 9278-1560,2016-03-18 21:48,2016-03-18 21:51,NEW_ORDER
STARTED,614,17,(365) 7082-9390,2016-03-18 21:51,,
STARTED,615,7,(226) 4915-1699,2016-03-18 21:51,,
STARTED,616,20,(249) 4319-1246,2016-03-18 21:51,,
ENDED,606,26,(365) 6099-9410,2016-03-18 21:50,2016-03-18 21:51,REQUIRES_SUPERVISOR_ATTENTION
STARTED,617,26,(905) 5162-1055,2016-03-18 21:51,,
ENDED,589,15,(807) 7511-5933,2016-03-18 21:49,2016-03-18 21:51,DROPPED_WHILE_TALKING
STARTED,618,31,(226) 7318-3348,2016-03-18 21:51,,
ENDED,562,35,(905) 6926-5451,2016-03-18 21:47,2016-03-18 21:51,TECH_SUPPORT
ENDED,618,31,(226) 7318-3348,2016-03-18 21:51,2016-03-18 21:51,DROPPED_WHILE_TALKING
ENDED,587,27,(416) 9960-5958,2016-03-18 21:49,2016-03-18 21:51,INCORRECT_NUMBER
STARTED,619,35,(705) 8876-9785,2016-03-18 21:51,,
ENDED,604,3,(905) 7660-0157,2016-03-18 21:50,2016-03-18 21:51,NEW_ORDER
STARTED,620,3,(647) 1472-5076,2016-03-18 21:51,,
STARTED,621,31,(437) 8112-6128,2016-03-18 21:51,,
STARTED,622,15,(807) 6963-9053,2016-03-18 21:51,,
ENDED,603,40,(807) 2573-5120,2016-03-18 21:50,2016-03-18 21:51,DROPPED_WHILE_TALKING
STARTED,623,40,(437) 751-0910,2016-03-18 21:51,,
ENDED,522,1,(437) 7020-6059,2016-03-18 21:44,2016-03-18 21:51,CANCELLATION
STARTED,624,23,(905) 4809-1324,2016-03-18 21:51,,
STARTED,625,1,(343) 3389-8528,2016-03-18 21:51,,
STARTED,626,27,(705) 7295-3623,2016-03-18 21:51,,
ENDED,611,8,(905) 2640-5988,2016-03-18 21:50,2016-03-18 21:51,PRODUCT_QUESTION
ENDED,620,3,(647) 1472-5076,2016-03-18 21:51,2016-03-18 21:51,INCORRECT_NUMBER
ENDED,616,20,(249) 4319-1246,2016-03-18 21:51,2016-03-18 21:51,COMPLAINT
STARTED,627,8,(289) 6474-9465,2016-03-18 21:51,,
ENDED,582,4,(249) 4649-3398,2016-03-18 21:48,2016-03-18 21:52,DROPPED_WHILE_TALKING
STARTED,628,3,(905) 7926-3642,2016-03-18 21:52,,
STARTED,629,20,(807) 2015-8974,2016-03-18 21:52,,
STARTED,630,4,(249) 2573-5404,2016-03-18 21:52,,
ENDED,617,26,(905) 5162-1055,2016-03-18 21:51,2016-03-18 21:52,PRODUCT_QUESTION
ENDED,585,14,(437) 3066-7166,2016-03-18 21:49,2016-03-18 21:52,CANCELLATION
ENDED,626,27,(705) 7295-3623,2016-03-18 21:51,2016-03-18 21:52,CANCELLATION
STARTED,631,14,(647) 2128-7033,2016-03-18 21:52,,
ENDED,579,28,(905) 549-9619,2016-03-18 21:48,2016-03-18 21:52,PRODUCT_QUESTION
STARTED,632,28,(289) 3449-5691,2016-03-18 21:52,,
STARTED,633,26,(437) 313-2858,2016-03-18 21:52,,
STARTED,634,27,(905) 5428-9370,2016-03-18 21:52,,
ENDED,602,37,(647) 7051-5801,2016-03-18 21:50,2016-03-18 21:52,REQUIRES_SUPERVISOR_ATTENTION
ENDED,550,2,(613) 1354-7937,2016-03-18 21:46,2016-03-18 21:52,BILLING_QUESTION
ENDED,613,11,(416) 8341-6063,2016-03-18 21:51,2016-03-18 21:52,CANCELLATION
STARTED,635,11,(249) 1280-4209,2016-03-18 21:52,,
ENDED,612,25,(437) 8248-0860,2016-03-18 21:50,2016-03-18 21:52,NEW_ORDER
STARTED,636,25,(226) 7274-1386,2016-03-18 21:52,,
ENDED,556,5,(226) 5440-5025,2016-03-18 21:47,2016-03-18 21:52,SILENCE
STARTED,637,5,(226) 8299-8629,2016-03-18 21:52,,
ENDED,598,24,(613) 6495-5788,2016-03-18 21:49,2016-03-18 21:52,CANCELLATION
ENDED,454,30,(416) 829-0167,2016-03-18 21:40,2016-03-18 21:52,PRODUCT_QUESTION
STARTED,638,2,(343) 8535-3574,2016-03-18 21:52,,
ENDED,596,12,(647) 2639-1556,2016-03-18 21:49,2016-03-18 21:52,TECH_SUPPORT
ENDED,580,32,(519) 5270-8944,2016-03-18 21:48,2016-03-18 21:52,REFUND
STARTED,639,37,(705) 3592-0417,2016-03-18 21:52,,
STARTED,640,12,(807) 5592-9488,2016-03-18 21:52,,
ENDED,629,20,(807) 2015-8974,2016-03-18 21:52,2016-03-18 21:52,WARM_TRANSFER
ENDED,584,19,(249) 2975-9381,2016-03-18 21:49,2016-03-18 21:52,SILENCE
ENDED,640,12,(807) 5592-9488,2016-03-18 21:52,2016-03-18 21:52,BILLING_QUESTION
ENDED,628,3,(905) 7926-3642,2016-03-18 21:52,2016-03-18 21:53,DROPPED_WHILE_TALKING
ENDED,633,26,(437) 313-2858,2016-03-18 21:52,2016-03-18 21:53,PRODUCT_QUESTION
STARTED,641,3,(289) 4925-9038,2016-03-18 21:53,,
STARTED,642,19,(343) 2066-5210,2016-03-18 21:53,,
STARTED,643,12,(226) 7961-3518,2016-03-18 21:53,,
STARTED,644,20,(365) 3307-7091,2016-03-18 21:53,,
STARTED,645,30,(705) 7526-6322,2016-03-18 21:53,,
STARTED,646,26,(249) 601-4141,2016-03-18 21:53,,
ENDED,641,3,(289) 4925-9038,2016-03-18 21:53,2016-03-18 21:53,DROPPED_WHILE_TALKING
ENDED,615,7,(226) 4915-1699,2016-03-18 21:51,2016-03-18 21:53,CANCELLATION
ENDED,621,31,(437) 8112-6128,2016-03-18 21:51,2016-03-18 21:53,REQUIRES_SUPERVISOR_ATTENTION
ENDED,632,28,(289) 3449-5691,2016-03-18 21:52,2016-03-18 21:53,NEW_ORDER
ENDED,630,4,(249) 2573-5404,2016-03-18 21:52,2016-03-18 21:53,REFUND
ENDED,614,17,(365) 7082-9390,2016-03-18 21:51,2016-03-18 21:53,TECH_SUPPORT
STARTED,647,7,(613) 7859-5417,2016-03-18 21:53,,
ENDED,636,25,(226) 7274-1386,2016-03-18 21:52,2016-03-18 21:53,NEW_ORDER
STARTED,648,31,(519) 8853-6466,2016-03-18 21:53,,
ENDED,623,40,(437) 751-0910,2016-03-18 21:51,2016-03-18 21:53,SILENCE
STARTED,649,25,(437) 8110-4890,2016-03-18 21:53,,
ENDED,542,9,(289) 609-2771,2016-03-18 21:46,2016-03-18 21:53,CANCELLATION
STARTED,650,40,(226) 6189-1792,2016-03-18 21:53,,
STARTED,651,4,(519) 5138-1879,2016-03-18 21:53,,
ENDED,635,11,(249) 1280-4209,2016-03-18 21:52,2016-03-18 21:53,DROPPED_WHILE_TALKING
STARTED,652,17,(416) 467-0899,2016-03-18 21:53,,
STARTED,653,24,(437) 2389-1479,2016-03-18 21:53,,
ENDED,541,33,(705) 8110-6725,2016-03-18 21:46,2016-03-18 21:53,NEW_ORDER
ENDED,601,34,(226) 9064-2704,2016-03-18 21:50,2016-03-18 21:53,PRODUCT_QUESTION
ENDED,567,18,(343) 3952-7931,2016-03-18 21:47,2016-03-18 21:53,PRODUCT_QUESTION
ENDED,642,19,(343) 2066-5210,2016-03-18 21:53,2016-03-18 21:53,PRODUCT_QUESTION
STARTED,654,18,(226) 4209-0615,2016-03-18 21:53,,
ENDED,651,4,(519) 5138-1879,2016-03-18 21:53,2016-03-18 21:54,REFUND
ENDED,644,20,(365) 3307-7091,2016-03-18 21:53,2016-03-18 21:54,SILENCE
ENDED,654,18,(226) 4209-0615,2016-03-18 21:53,2016-03-18 21:54,DROPPED_WHILE_TALKING
STARTED,655,33,(905) 6658-3644,2016-03-18 21:54,,
ENDED,639,37,(705) 3592-0417,2016-03-18 21:52,2016-03-18 21:54,TECH_SUPPORT
ENDED,643,12,(226) 7961-3518,2016-03-18 21:53,2016-03-18 21:54,DROPPED_WHILE_TALKING
STARTED,656,37,(807) 8546-2124,2016-03-18 21:54,,
STARTED,657,28,(613) 8141-4930,2016-03-18 21:54,,
ENDED,650,40,(226) 6189-1792,2016-03-18 21:53,2016-03-18 21:54,INCORRECT_NUMBER
ENDED,631,14,(647) 2128-7033,2016-03-18 21:52,2016-03-18 21:54,REFUND
STARTED,658,20,(365) 2940-6049,2016-03-18 21:54,,
STARTED,659,12,(416) 5132-0173,2016-03-18 21:54,,
STARTED,660,3,(289) 2605-5595,2016-03-18 21:54,,
ENDED,634,27,(905) 5428-9370,2016-03-18 21:52,2016-03-18 21:54,CANCELLATION
STARTED,661,19,(647) 9818-5751,2016-03-18 21:54,,
ENDED,646,26,(249) 601-4141,2016-03-18 21:53,2016-03-18 21:54,REFUND
STARTED,662,26,(416) 4691-8157,2016-03-18 21:54,,
STARTED,663,34,(437) 3072-5377,2016-03-18 21:54,,
STARTED,664,14,(226) 9982-6256,2016-03-18 21:54,,
ENDED,595,22,(905) 7190-6431,2016-03-18 21:49,2016-03-18 21:54,TECH_SUPPORT
ENDED,658,20,(365) 2940-6049,2016-03-18 21:54,2016-03-18 21:54,COMPLAINT
ENDED,588,10,(289) 8429-6831,2016-03-18 21:49,2016-03-18 21:54,SILENCE
STARTED,665,32,(437) 4799-6735,2016-03-18 21:54,,
ENDED,645,30,(705) 7526-6322,2016-03-18 21:53,2016-03-18 21:54,SILENCE
STARTED,666,22,(905) 5802-1533,2016-03-18 21:54,,
STARTED,667,27,(365) 7508-5072,2016-03-18 21:54,,
STARTED,668,20,(226) 2044-3856,2016-03-18 21:54,,
ENDED,609,6,(613) 3551-7640,2016-03-18 21:50,2016-03-18 21:54,BILLING_QUESTION
ENDED,648,31,(519) 8853-6466,2016-03-18 21:53,2016-03-18 21:54,REFUND
STARTED,669,9,(437) 6032-4849,2016-03-18 21:54,,
STARTED,670,4,(807) 1581-1565,2016-03-18 21:55,,
ENDED,668,20,(226) 2044-3856,2016-03-18 21:54,2016-03-18 21:55,WARM_TRANSFER
STARTED,671,18,(519) 7959-3555,2016-03-18 21:55,,
ENDED,625,1,(343) 3389-8528,2016-03-18 21:51,2016-03-18 21:55,DROPPED_WHILE_TALKING
ENDED,546,13,(226) 3425-6271,2016-03-18 21:46,2016-03-18 21:55,CANCELLATION
STARTED,672,11,(519) 7570-1729,2016-03-18 21:55,,
ENDED,670,4,(807) 1581-1565,2016-03-18 21:55,2016-03-18 21:55,REFUND
STARTED,673,6,(437) 7361-7315,2016-03-18 21:55,,
STARTED,674,10,(807) 4406-5607,2016-03-18 21:55,,
ENDED,664,14,(226) 9982-6256,2016-03-18 21:54,2016-03-18 21:55,DROPPED_WHILE_TALKING
STARTED,675,30,(416) 5204-4744,2016-03-18 21:55,,
STARTED,676,31,(647) 4764-1475,2016-03-18 21:55,,
STARTED,677,20,(647) 3312-1142,2016-03-18 21:55,,
STARTED,678,13,(416) 2562-2546,2016-03-18 21:55,,
ENDED,624,23,(905) 4809-1324,2016-03-18 21:51,2016-03-18 21:55,PRODUCT_QUESTION
STARTED,679,23,(437) 4724-3816,2016-03-18 21:55,,
ENDED,652,17,(416) 467-0899,2016-03-18 21:53,2016-03-18 21:55,CANCELLATION
STARTED,680,4,(343) 2882-3119,2016-03-18 21:55,,
STARTED,681,1,(289) 3975-3368,2016-03-18 21:55,,
STARTED,682,17,(905) 885-4265,2016-03-18 21:55,,
STARTED,683,40,(249) 8239-9269,2016-03-18 21:55,,
ENDED,647,7,(613) 7859-5417,2016-03-18 21:53,2016-03-18 21:55,COMPLAINT
STARTED,684,7,(226) 3732-9989,2016-03-18 21:55,,
STARTED,685,14,(289) 7363-4339,2016-03-18 21:55,,
ENDED,667,27,(365) 7508-5072,2016-03-18 21:54,2016-03-18 21:55,SILENCE
ENDED,673,6,(437) 7361-7315,2016-03-18 21:55,2016-03-18 21:55,BILLING_QUESTION
ENDED,619,35,(705) 8876-9785,2016-03-18 21:51,2016-03-18 21:55,WARM_TRANSFER
ENDED,665,32,(437) 4799-6735,2016-03-18 21:54,2016-03-18 21:55,REFUND
STARTED,686,6,(289) 2520-0640,2016-03-18 21:55,,
ENDED,681,1,(289) 3975-3368,2016-03-18 21:55,2016-03-18 21:55,WARM_TRANSFER
STARTED,687,32,(519) 7003-3918,2016-03-18 21:56,,
ENDED,675,30,(416) 5204-4744,2016-03-18 21:55,2016-03-18 21:56,CANCELLATION
STARTED,688,30,(519) 5102-0757,2016-03-18 21:56,,
STARTED,689,27,(705) 6096-8652,2016-03-18 21:56,,
STARTED,690,1,(365) 7394-7898,2016-03-18 21:56,,
